custid,retained,esent,eopenrate,eclickrate,avgorder,ordfreq,favday
G68J3H,0,0,0,0,19.5,0.00266667,Tuesday
2RCLDQ,1,40,17.5,7.5,89.03,0,Monday
USGPL5,1,45,2.22222222,0,89.2,0,Saturday
96RLLV,0,22,4.54545455,0,141.76,0,Friday
PW6VR3,1,44,9.09090909,2.27272727,231.63,0.125,Saturday
Q5YFD9,1,45,2.22222222,0,100,0,Saturday
3ZDEA8,0,0,0,0,30.1,0,Monday
XQ92PK,1,47,12.7659575,0,94.41,0.03825137,Tuesday
XE9JN5,1,45,4.44444444,2.22222222,48.07,0.02777778,Friday
VTP78H,1,45,0,0,56.66,0.00672646,Thursday
KH37JN,1,45,0,0,18.5,0,Tuesday
9JLX9J,1,46,15.2173913,6.52173913,29.84,0.00814664,Monday
KUMLWN,1,45,2.22222222,0,80.18,0,Saturday
DU2ZL3,0,0,0,0,101.58,0,Thursday
Q4MRCG,1,44,11.3636364,4.54545455,59.68,0.01886793,Thursday
VZ7YNX,1,49,4.08163265,4.08163265,57.69,0.01030928,Saturday
EWPLTG,1,45,11.1111111,2.22222222,89.49,0,Tuesday
GQ38R2,1,45,0,0,60.2,0,Monday
WJGXYX,1,47,10.6382979,2.12765957,67.19,0.01980198,Tuesday
BFHCNK,1,44,9.09090909,2.27272727,56.6,0.00643087,Tuesday
54Z9V7,1,45,6.66666667,0,40.24,0.07142857,Thursday
JUSHJT,1,58,5.17241379,3.44827586,52.38,0.07605178,Monday
UN7E3D,1,44,13.6363636,0,34.93,0,Friday
ZVHUHA,1,46,15.2173913,0,59.52,0.08108108,Thursday
YHSDDD,1,45,0,0,86.57,0,Thursday
T5GGFZ,0,0,0,0,209.7,0.04022989,Thursday
RYXH59,1,44,25,4.54545455,47.57,0.06756757,Monday
CKPSDA,0,0,0,0,59.85,0.12,Tuesday
6WWKQQ,1,45,2.22222222,0,58.3,0.02105263,Wednesday
LEARY6,1,44,6.81818182,0,36.24,0,Wednesday
XL22UJ,0,0,0,0,389.78,0.22222222,Wednesday
CJFKLK,1,14,35.7142857,7.14285714,35.88,0,Monday
ZN5YEG,0,6,50,0,61.18,0,Thursday
JVCPST,1,37,2.7027027,0,62.82,0,Thursday
YAM6CY,1,43,30.2325581,2.3255814,70.03,0.06024096,Thursday
LRW8FA,1,39,43.5897436,0,32.85,0.13888889,Monday
,1,42,26.1904762,2.38095238,73.96,0,Tuesday
Q5UZZG,1,47,27.6595745,2.12765957,123.26,0.03412969,Friday
YFV9L2,1,45,0,0,52.98,0.05555556,Saturday
QAYKJQ,1,36,0,0,68.2,0.01360544,Sunday
TXSTGB,1,45,2.22222222,0,52.03,0,Tuesday
QB4NS6,1,44,18.1818182,0,132.45,0.10344828,Thursday
YZ2ZF3,1,51,29.4117647,1.96078431,100.32,0.02259036,Tuesday
KQD3GP,1,49,6.12244898,0,75.39,0.09090909,Tuesday
55HB4C,1,45,0,0,17.57,2,Wednesday
ZB6EQL,1,46,4.34782609,0,57.69,0.04255319,Thursday
74T8WS,1,35,17.1428571,5.71428571,62.63,0.09375,Wednesday
P3UR3S,1,52,42.3076923,9.61538462,83.37,0.10191083,Friday
6Q46LX,0,0,0,0,53.1,0.03816794,Monday
J2C9T5,1,42,16.6666667,2.38095238,49.41,0.13333333,Wednesday
TNKPL9,1,47,0,0,80.64,0.02621723,Wednesday
47KEY3,1,50,20,10,161.07,0.08794788,Tuesday
84RSBV,1,51,7.84313726,7.84313726,79.12,0.08730159,Monday
8XF44P,0,4,75,0,37.55,0,Wednesday
7MMZ9W,1,56,5.35714286,0,92.07,0.0483871,Friday
VANM44,1,29,58.6206897,0,89.88,0,Saturday
ZXU7MQ,1,55,7.27272727,5.45454546,81.24,0.0099889,Friday
ZRD4GE,1,49,24.4897959,12.244898,54.4,0.02884615,Wednesday
R5P3RC,1,51,19.6078431,7.84313726,32.52,0.01098901,Friday
3N3YA3,1,45,11.1111111,0,17.83,0.0310559,Thursday
JQ5DL3,0,0,0,0,75.09,0.04447853,Monday
3W7J7T,1,50,2,2,129.18,0.01587302,Tuesday
KTC5SQ,1,44,15.9090909,0,65.07,0.4,Wednesday
7V55UR,1,42,26.1904762,4.76190476,83.17,0,Monday
QRWPX7,1,32,40.625,0,40.03,0.14814815,Sunday
YSMSEA,1,44,15.9090909,2.27272727,57.11,0,Thursday
NPWEQH,0,11,27.2727273,0,51.38,0,Monday
S2EP2U,1,37,62.1621622,2.7027027,89.23,0,Saturday
FMLA3X,1,45,0,0,60.83,0.1875,Monday
75F5NG,1,38,5.2631579,0,55.57,0.06504065,Sunday
SYYNMT,0,0,0,0,291.72,0.04152249,Monday
PFNSJQ,1,45,2.22222222,0,23.71,0,Thursday
ATUCSF,1,40,17.5,2.5,57.4,0.01595745,Saturday
YXQCG2,1,38,39.4736842,10.5263158,55.41,0,Friday
HVK4VW,1,42,54.7619048,4.76190476,67.4,0.05382436,Saturday
4YXUPK,1,37,43.2432432,13.5135135,83.16,0.02479339,Monday
PU5AMR,1,50,2,0,33.68,0.02380952,Tuesday
7WN8X5,1,36,13.8888889,0,85.27,0,Sunday
F8CVJ5,1,45,11.1111111,0,40.75,0.01041667,Tuesday
TS5K8B,1,43,11.627907,2.3255814,31.98,0,Wednesday
D4RNQF,1,45,42.2222222,17.7777778,177.42,0.09375,Tuesday
M6EDJR,1,45,2.22222222,2.22222222,50.92,0,Wednesday
NUPSBS,1,43,44.1860465,11.627907,110.12,0.08476659,Tuesday
BGD377,1,46,8.69565217,2.17391304,85.33,0.02037037,Friday
GS6B5T,1,33,63.6363636,0,111.89,0,Friday
EU9GHY,1,25,80,4,184.83,0.02150538,Wednesday
EBVF8B,1,58,24.137931,10.3448276,105.03,0.07142857,Monday
WP8XH3,1,38,5.2631579,5.2631579,82.82,0,Tuesday
N5DFH8,1,31,96.7741936,19.3548387,126.24,0.06122449,Thursday
E4S8Y7,1,50,12,12,54.27,0.02811245,Wednesday
WBKKFE,1,53,83.0188679,16.9811321,73.53,0.1040724,Tuesday
FQ7PKK,1,46,4.34782609,0,72.92,0.03773585,Thursday
6P34ZY,1,47,17.0212766,6.38297872,122.52,0.03061225,Monday
3GFMYZ,1,44,75,2.27272727,50.94,0.05016722,Wednesday
ANNNFE,0,7,14.2857143,0,88.99,0,Saturday
ZPXPTQ,1,45,4.44444444,0,32.34,0,Saturday
JNQND9,0,0,0,0,59,0.00859599,Sunday
N8QDSW,1,33,48.4848485,3.03030303,57.66,0.1076555,Sunday
2RMC2Y,1,50,8,4,61.92,0.00823045,Thursday
JSVZWB,1,44,9.09090909,0,61.88,0.02777778,Wednesday
WDGED6,1,42,59.5238095,4.76190476,87.02,0.04824561,Monday
CBPCX5,0,17,52.9411765,23.5294118,48.94,0.08510638,Wednesday
BBYBBJ,1,45,0,0,20.99,0,Tuesday
T7XFLY,0,0,0,0,50.45,0.03735144,Monday
RT7XY9,1,55,18.1818182,0,147.64,0.02028398,Thursday
J2UPYP,1,45,2.22222222,0,54.21,0,Friday
XLNAXE,0,2,50,0,49.35,0.18181818,Tuesday
4DQYCT,1,35,28.5714286,0,62.49,0.00568182,Sunday
X72JNP,1,45,0,0,103.03,0,Saturday
PBPJWF,1,44,27.2727273,2.27272727,97.03,0,Saturday
NCL8UH,0,44,4.54545455,4.54545455,79.73,0.06403415,Monday
87WHHM,1,44,22.7272727,0,99.99,0,Wednesday
5MLEQD,1,45,2.22222222,0,115.58,0,Saturday
U9MGGT,0,0,0,0,105.05,0,Saturday
YRDG5G,0,0,0,0,57.88,0.03076923,Sunday
PK9VKH,1,45,6.66666667,2.22222222,51.32,0,Thursday
DCLLF5,1,44,6.81818182,2.27272727,53.65,0,Tuesday
RE65ST,1,45,6.66666667,2.22222222,14.19,0.06976744,Friday
B9ZX9Y,1,42,11.9047619,0,90.9,0,Tuesday
TUX67U,1,44,61.3636364,6.81818182,67.99,0.032,Friday
C2S4MD,1,30,100,3.33333333,71.82,0.04225352,Thursday
W2PXFN,1,45,0,0,79.62,0,Saturday
XLMF7K,1,46,15.2173913,0,49.36,0.02857143,Friday
RXGVE8,1,45,0,0,103.56,0.18181818,Friday
JJQRGF,1,61,27.8688525,6.55737705,83.74,0.11226852,Tuesday
TBUE65,1,30,60,0,72.08,0,Tuesday
V22ANA,1,34,47.0588235,2.94117647,166.67,0.0125523,Monday
YKT78G,1,45,17.7777778,0,53.98,0,Monday
6SELRM,0,0,0,0,31.74,0.05263158,Friday
9MNU8W,1,38,36.8421053,2.63157895,121.93,0,Tuesday
TPRPQP,1,49,42.8571429,14.2857143,110.87,0.13157895,Wednesday
XNPNZY,1,44,4.54545455,0,61.8,0,Thursday
2RE79T,1,47,2.12765957,2.12765957,60.32,0.0065703,Monday
EKJCF4,1,46,4.34782609,2.17391304,66.32,0.02137767,Tuesday
N5KY9Z,1,40,75,22.5,107.02,0.03303303,Monday
ZW5M4C,1,41,39.0243902,0,59.31,0,Monday
T2WL45,1,45,0,0,61.51,0,Wednesday
FQ9362,0,0,0,0,31.06,0,Saturday
D7N4LR,1,45,13.3333333,2.22222222,87.25,0,Thursday
PDDVV4,1,45,6.66666667,2.22222222,69.77,0.01529052,Thursday
DLLHQY,0,0,0,0,54.93,0,Friday
MBGXBW,1,51,15.6862745,1.96078431,75.63,0.02006689,Thursday
TNGY6G,1,36,0,0,79.41,0,Sunday
JNUA7K,1,42,35.7142857,0,30.97,0,Friday
HDUH92,0,1,0,0,46.91,0.1,Wednesday
JYCSP9,1,41,17.0731707,4.87804878,28.39,0.03846154,Tuesday
K8LWMS,1,47,0,0,68.54,0.01138952,Thursday
889HPW,0,8,100,12.5,35.5,0.01886793,Monday
2KPXZN,1,50,14,0,38.55,0.06285714,Wednesday
QHB4MU,1,42,35.7142857,11.9047619,45.88,0,Tuesday
HCM5YE,1,45,0,0,55.65,0,Monday
TUH6ET,0,15,6.66666667,0,91.27,0.05833333,Tuesday
GPCQP6,1,40,35,10,65.25,0.06,Tuesday
LW6KBB,1,33,87.8787879,3.03030303,61.61,0.10175439,Thursday
ZGZRAD,1,45,4.44444444,0,45.65,0,Wednesday
T359L3,1,44,61.3636364,25,146.6,0.02185792,Tuesday
RWMZG4,1,40,50,12.5,58.28,0.00943396,Tuesday
R3MRMQ,1,34,85.2941177,2.94117647,104.11,0.13636364,Friday
NWC7BJ,1,36,2.77777778,0,94.75,0,Friday
JFYDTR,1,45,0,0,79.75,0,Thursday
YSGFGT,1,47,4.25531915,4.25531915,145.51,0.04568528,Monday
WAV7GU,1,53,3.77358491,1.88679245,67.67,0.04975923,Tuesday
V2WMWM,1,37,81.0810811,16.2162162,52.7,0.02150538,Tuesday
6FFMGD,1,29,68.9655172,6.89655172,85.47,0,Sunday
MF58YA,1,51,5.88235294,3.92156863,66.58,0.01728395,Friday
X3NTJU,0,0,0,0,180.7,0,Wednesday
PVE2ZC,1,39,82.0512821,28.2051282,74.61,0.07026144,Tuesday
6ADMGL,1,43,23.255814,0,58.87,0.28571429,Thursday
KNKLWA,1,44,4.54545455,0,53.79,0,Monday
VQ4NFW,1,47,0,0,63.23,0.05415163,Wednesday
XBQAET,0,5,100,0,209.29,0.03529412,Monday
NWX2WR,1,41,19.5121951,2.43902439,43.24,0.01595745,Friday
J3GK8D,1,42,45.2380952,14.2857143,75.9,0.11299435,Wednesday
4DVQKN,0,0,0,0,79.68,0.05240175,Friday
KNJEQ7,1,49,6.12244898,2.04081633,100.68,0.01772152,Monday
XGULBF,1,49,67.3469388,10.2040816,207.53,0.09587379,Thursday
R93B7Y,1,37,67.5675676,0,24.66,0,Thursday
GXD9G6,1,42,57.1428571,2.38095238,39.23,0.11594203,Thursday
5YAHH6,1,39,46.1538462,20.5128205,126.85,0.02192983,Saturday
WWW956,0,15,80,20,69.8,0.08090615,Tuesday
2XHGVH,1,43,20.9302326,2.3255814,62.94,0.02614379,Wednesday
HKKJCA,1,32,90.625,3.125,165.76,0.14851485,Tuesday
JWTL8W,1,46,34.7826087,26.0869565,82.59,0.06488011,Wednesday
8NWPYR,1,45,4.44444444,4.44444444,29.52,0.11111111,Thursday
MUB4LS,1,44,4.54545455,2.27272727,31.76,0.00869565,Monday
JMNFPX,1,55,98.1818182,20,131.99,0.14576962,Wednesday
BJL8EE,1,45,0,0,48.79,0,Saturday
KCP3LW,1,39,17.948718,10.2564103,84.04,0,Thursday
9GGHAP,1,46,23.9130435,6.52173913,41.09,0.01675978,Tuesday
965GB3,0,30,30,0,110.91,0,Thursday
6W3SB7,1,48,2.08333333,2.08333333,71.94,0.03053435,Friday
C356WR,1,39,53.8461539,2.56410256,41.97,0,Monday
JMUA2D,1,56,7.14285714,0,135.57,0.04458599,Monday
G3CUJB,1,45,0,0,84.4,0,Wednesday
YQ289X,1,48,10.4166667,6.25,60.7,0.01515152,Wednesday
J9X77P,1,45,4.44444444,0,167.12,0,Monday
EYPEWW,1,45,4.44444444,2.22222222,54.98,0.18181818,Thursday
QAV2J6,1,43,9.30232558,2.3255814,26.64,0.14285714,Wednesday
YA4LAC,1,47,8.5106383,0,160.59,0.01623377,Monday
WGSFFD,0,0,0,0,66.25,0.16666667,Wednesday
QZ63L3,1,48,47.9166667,12.5,67.75,0.02862254,Monday
4XTFLK,1,50,38,16,71.33,0.06015038,Saturday
6QK235,0,16,6.25,0,49.05,0.14285714,Friday
VP6ZGP,1,45,15.5555556,0,79.7,0.0877193,Friday
D8P9XL,1,31,74.1935484,35.483871,66.19,0,Tuesday
32JJJF,1,35,94.2857143,42.8571429,232.6,0.02884615,Monday
WAE9ZX,1,39,30.7692308,12.8205128,50.29,0,Saturday
TEVQ4P,1,40,5,0,52.72,0,Wednesday
E8PXW6,1,42,92.8571429,16.6666667,196.06,0.05434783,Monday
PM3HS3,1,41,19.5121951,12.195122,58.5,0.1,Wednesday
VDFD2E,1,45,8.88888889,4.44444444,51.76,0,Tuesday
BABLXJ,0,0,0,0,55.31,0,Monday
BK9RJF,1,38,10.5263158,2.63157895,50.32,0,Tuesday
USPR8L,0,8,62.5,0,67.49,0.14754098,Saturday
7NQH62,1,37,29.7297297,0,96.43,0.09836066,Sunday
L4J4BK,1,55,27.2727273,14.5454546,38.96,0.16666667,Thursday
THLTZ7,1,47,4.25531915,0,117.74,0.28571429,Saturday
N9VME7,1,40,37.5,10,89.78,0,Wednesday
WLJYBG,1,44,2.27272727,0,90.06,0,Thursday
K34PV6,0,2,100,0,129.35,0.09090909,Tuesday
UXWWD9,1,43,6.97674419,4.65116279,85.67,0,Saturday
DTLY7Z,1,40,97.5,22.5,91.87,0.10204082,Wednesday
SN6B45,1,50,4,0,50.63,0.07051282,Saturday
SAC5P6,0,0,0,0,93.87,0.02228826,Tuesday
XXV3R3,1,43,100,30.2325581,83.34,0.04012346,Friday
69J9J4,0,8,37.5,0,50.74,0,Wednesday
6SADBZ,1,39,23.0769231,12.8205128,69.74,0.01769912,Thursday
YHNLJC,1,49,51.0204082,24.4897959,61.88,0.13793103,Wednesday
G8VB6J,1,31,35.483871,0,40.02,0,Monday
BTXU34,1,45,2.22222222,0,107.8,0,Tuesday
97XPC2,1,49,8.16326531,2.04081633,104.26,0.09242144,Tuesday
3JZYA4,1,37,62.1621622,0,98.35,0.13333333,Wednesday
5QC7HX,1,56,28.5714286,10.7142857,39.66,0.14444444,Monday
ZBQPLJ,1,48,29.1666667,6.25,112.01,0.03483871,Monday
HYQS9B,0,0,0,0,53.35,0,Monday
CUWDMF,1,53,18.8679245,3.77358491,61.95,0.01855288,Wednesday
527RWA,0,0,0,0,46.64,0.00664452,Thursday
HQEB88,1,63,42.8571429,6.34920635,119.46,0.06839378,Tuesday
NPZXLS,1,46,2.17391304,0,42.54,0.04819277,Friday
N9PCUH,0,0,0,0,19.34,0.03278689,Friday
LU3MQN,1,44,11.3636364,6.81818182,57.63,0.0625,Saturday
A85EQ2,1,58,8.62068966,3.44827586,79.54,0.03407155,Thursday
UXFG4R,1,47,0,0,90.95,0.04975124,Monday
5WQWRW,1,35,91.4285714,5.71428571,100.51,0.08900524,Wednesday
U3QJAR,1,54,3.7037037,0,46.86,0.016,Wednesday
D4RWUP,0,0,0,0,48.2,0,Thursday
X5Z662,1,47,6.38297872,0,79.6,0.03424658,Thursday
GWXWC9,1,46,6.52173913,0,41.44,0.05555556,Wednesday
D2J9SV,1,43,30.2325581,13.9534884,57.64,0.02214452,Friday
XDU8Q5,1,30,80,6.66666667,107.55,0,Wednesday
Q7D73U,1,35,74.2857143,8.57142857,72.04,0,Wednesday
F3FDGL,0,12,25,0,99.92,0.10828026,Thursday
F6Y89C,0,0,0,0,104.8,0.01101322,Monday
88KFX2,0,0,0,0,41,0,Thursday
TXVD5G,1,48,0,0,42.47,0.0299572,Friday
28BN8W,1,45,20,8.88888889,42.5,0.07142857,Wednesday
5DPF2X,1,45,0,0,50.03,0,Tuesday
6K7NYN,1,35,5.71428571,2.85714286,27.79,0,Thursday
5FGWQM,1,45,0,0,17.79,0.02985075,Monday
YXCCC2,1,48,2.08333333,0,165.95,0.07692308,Monday
7HKY4X,1,44,9.09090909,2.27272727,110.3,0.02816901,Thursday
ZPQGWT,1,48,4.16666667,4.16666667,48.46,0.0212766,Friday
KMM23K,1,43,9.30232558,0,70.05,0,Thursday
U8PTB3,1,44,43.1818182,4.54545455,88.35,0.07692308,Monday
6BSD45,1,36,0,0,91.69,0,Sunday
EWB8JM,1,45,24.4444444,0,78.04,0,Friday
6UHCDX,1,32,18.75,0,50.92,0,Thursday
RKWHHH,1,35,77.1428571,8.57142857,58.17,0.31930693,Monday
D3JFPM,1,41,41.4634146,7.31707317,62.96,0,Wednesday
AAGCXZ,1,48,8.33333333,0,94.47,0,Thursday
EZB53G,0,4,0,0,50.73,0,Tuesday
KY3TCJ,1,44,15.9090909,0,90.18,0,Thursday
4NV823,1,35,40,2.85714286,13.25,0,Friday
TKBGRF,1,46,8.69565217,6.52173913,87.49,0.03947368,Wednesday
QKG8ZQ,1,44,4.54545455,2.27272727,63.02,0,Friday
AXM6TW,0,28,50,25,56.93,0.05882353,Wednesday
KSJXX3,1,36,38.8888889,8.33333333,44.8,0.15,Tuesday
Y473HR,1,48,2.08333333,0,66.49,0.02614379,Friday
9RQUY7,1,50,22,12,48.11,0.00828157,Thursday
XGXCBG,1,45,0,0,97.01,0,Saturday
E935C8,1,41,19.5121951,7.31707317,21.29,0.01058201,Tuesday
M8AM2G,0,0,0,0,89.63,0,Friday
SFTM7Y,1,51,39.2156863,0,112.2,0.03744493,Tuesday
GA68UP,1,47,10.6382979,4.25531915,36.16,0.04193139,Wednesday
963SKR,1,44,29.5454546,11.3636364,35.95,0.00629723,Tuesday
QJEFPC,1,41,43.902439,2.43902439,80.94,0,Thursday
QW2NHP,1,48,22.9166667,8.33333333,112.74,0.01604278,Wednesday
CBAK42,1,39,35.8974359,2.56410256,86.59,0,Monday
8QY7G9,0,0,0,0,57.74,0,Monday
YHT59D,1,55,41.8181818,9.09090909,69.36,0.01543943,Friday
3WSRPN,0,4,25,0,89.23,0,Saturday
7RQ5E8,1,54,29.6296296,24.0740741,53.91,0.14084507,Tuesday
BNA666,1,48,6.25,0,50.55,0,Wednesday
FR5JWJ,1,50,30,14,31.94,0.03149606,Monday
RWR9ZM,0,0,0,0,43.43,0.00837989,Friday
4HLGVK,1,40,90,5,84.91,0.03846154,Tuesday
SD68KX,1,45,17.7777778,0,55.08,0.05263158,Saturday
T5U4FZ,0,0,0,0,79.48,0,Tuesday
B7WGK5,0,31,16.1290323,3.22580645,128.71,0.18088737,Friday
BBNG5G,0,5,100,20,44.66,0.11111111,Monday
ETHHRT,0,0,0,0,50.38,0,Tuesday
TUKNC5,1,45,0,0,101.03,0,Thursday
JS6KUJ,1,46,26.0869565,2.17391304,58.4,0.66666667,Monday
YKKTC9,1,35,40,20,99.39,0,Thursday
CXTDPR,1,45,4.44444444,4.44444444,77.49,0,Tuesday
T52Y9G,1,42,35.7142857,0,28.92,0,Wednesday
3V7R2C,1,31,100,29.0322581,55.98,0.00626959,Wednesday
W89VNG,0,8,12.5,0,492.7,0.14285714,Sunday
3F5NBF,1,44,15.9090909,0,38.44,0,Monday
JBV7LR,1,45,17.7777778,2.22222222,56.84,0.09859155,Monday
AT4T6U,1,31,90.3225807,0,51.29,0.01675978,Wednesday
XS7G4X,1,29,75.862069,10.3448276,60.26,0.01242236,Monday
7S435X,0,19,10.5263158,0,97.52,0,Tuesday
DVJ6B9,1,48,2.08333333,0,46.39,0.072,Tuesday
G6KRZT,1,42,40.4761905,0,59.2,0.03886926,Thursday
N6WJV8,1,46,8.69565217,2.17391304,50.73,0.0234375,Monday
EUYBSJ,1,46,4.34782609,2.17391304,55.95,0.00928074,Monday
76WW3U,0,0,0,0,29.96,0,Thursday
BKF5QV,1,38,5.2631579,2.63157895,70.68,0.01083424,Tuesday
XU57CQ,1,45,0,0,50.47,0,Monday
S5V2E5,1,57,49.122807,45.6140351,129.33,0.13392857,Tuesday
74KBVV,0,0,0,0,47.34,0.04878049,Wednesday
BM5E6N,1,46,2.17391304,0,54.88,0.14285714,Monday
XUDPDQ,1,34,11.7647059,0,252.3,0,Friday
VD5PJT,1,48,75,4.16666667,186.75,0.04950495,Tuesday
MBDEW3,1,35,57.1428571,2.85714286,62.82,0,Monday
36QABE,1,44,52.2727273,34.0909091,45.81,0.03519062,Thursday
UUN9DC,1,27,59.2592593,0,90.75,0,Friday
WSJSHU,1,44,6.81818182,2.27272727,32.32,0,Wednesday
SH6P2T,1,44,9.09090909,2.27272727,69.27,0,Wednesday
U7VYJU,1,44,50,31.8181818,39.41,0.0196802,Tuesday
B9J93H,1,51,72.5490196,15.6862745,112.37,0.05576208,Friday
NKD436,1,45,8.88888889,6.66666667,51.74,0,Friday
ZK7ENK,0,11,81.8181818,0,38.9,0.06832972,Wednesday
4XRLAW,1,57,12.2807018,7.01754386,169.9,0.11093248,Friday
Y2EQZR,1,45,0,0,60.72,0.25,Wednesday
Z2TAVE,0,7,42.8571429,0,35.65,0.01518027,Tuesday
CCDZUF,1,54,31.4814815,5.55555556,79.03,0.11734694,Wednesday
APQ8CH,1,28,78.5714286,32.1428571,111.11,0.01157407,Sunday
YTBEXS,1,45,0,0,92.49,0.00550964,Monday
WN3CWZ,1,60,13.3333333,1.66666667,116.47,0.12867012,Monday
KKLDTM,1,56,5.35714286,0,133.49,0.11042945,Monday
8A3CDV,1,45,2.22222222,0,91.17,0,Tuesday
SLXFYC,1,47,42.5531915,6.38297872,56.85,0.01980198,Friday
SSWS94,1,47,34.0425532,8.5106383,48.64,0.02145923,Thursday
LVESX8,1,45,2.22222222,0,28.24,0,Tuesday
A8XRNE,0,0,0,0,53.1,0,Saturday
65BNHK,1,35,80,34.2857143,49.91,0.0242608,Friday
NTH8TU,0,7,57.1428571,14.2857143,50.9,0,Thursday
KVYSBU,1,38,78.9473684,2.63157895,68.8,0.01593626,Monday
HBHEAQ,0,7,28.5714286,14.2857143,100.94,0.02016129,Thursday
YG5JW6,1,45,0,0,53.28,0,Wednesday
CGAP8Q,1,50,18,8,52.81,0.04990403,Thursday
K3LFWX,1,44,2.27272727,2.27272727,57.43,0.33333333,Friday
DFZVQT,1,46,2.17391304,2.17391304,80.56,0.03521127,Monday
JMHC4V,1,51,13.7254902,1.96078431,57.2,0.02054795,Tuesday
7PVFFU,1,47,0,0,79.83,0.10152284,Saturday
29TSEE,1,41,19.5121951,4.87804878,21.61,0.01574803,Wednesday
65QWL3,0,0,0,0,113.65,0.00539084,Thursday
J7XNWQ,1,52,19.2307692,3.84615385,221.76,0.02666667,Friday
96WGPQ,0,18,0,0,40.02,0,Monday
3PHH7N,1,45,0,0,60.79,0,Thursday
6ZVG5E,1,46,13.0434783,0,85.16,0.03125,Wednesday
6CXQA2,0,0,0,0,188.22,0.01639344,Thursday
56D3T3,1,44,29.5454546,0,115.71,0,Wednesday
3SY3SC,0,0,0,0,36.68,0,Tuesday
BH7LKT,1,32,34.375,15.625,28.16,0,Thursday
BGUK4E,1,35,74.2857143,11.4285714,46.63,0.0464455,Thursday
SFNE2K,1,48,31.25,10.4166667,50.5,0.06451613,Tuesday
STPV2A,1,38,7.89473684,0,47.43,0,Sunday
HVFFPN,0,0,0,0,51.93,0,Monday
A55CZZ,1,41,48.7804878,41.4634146,73.65,0.01813472,Wednesday
4JYKA4,1,36,91.6666667,22.2222222,23.07,0.02745665,Wednesday
MZ6XWN,1,46,2.17391304,2.17391304,73.82,0,Thursday
AU6DRN,1,45,2.22222222,2.22222222,50.77,0,Wednesday
LJE6QP,1,48,18.75,4.16666667,49.76,0.02717391,Friday
CPHWT3,1,43,23.255814,0,62.48,0.02721088,Tuesday
TB3GY9,1,33,90.9090909,6.06060606,50.77,0,Monday
2TP9AK,0,0,0,0,46.99,0.02479339,Sunday
45K8UN,1,44,2.27272727,2.27272727,140.45,0.00865801,Thursday
KKB7FQ,1,45,0,0,24.58,0,Tuesday
QV42C6,0,3,100,0,77.05,0.05263158,Wednesday
S2XWUS,1,45,2.22222222,0,63,0,Saturday
6LF8FU,1,47,12.7659575,0,46.48,0.02826087,Tuesday
JB9QFY,1,32,100,0,70.73,0.08796296,Monday
CT2GKF,0,23,13.0434783,0,24.87,0.11904762,Monday
ZK9KKT,0,0,0,0,48.38,0.04651163,Wednesday
LZK8G2,1,29,75.862069,6.89655172,127.06,0,Saturday
WFJM5B,1,30,23.3333333,0,61.83,0,Tuesday
KCAJCP,0,0,0,0,57.92,0.00677966,Thursday
458KS2,1,45,8.88888889,6.66666667,32.42,0.10344828,Thursday
9WM2EM,1,41,97.5609756,12.195122,51.37,0.025,Monday
Q6LDBU,1,45,8.88888889,0,53.46,0,Thursday
MQCH4U,1,44,4.54545455,2.27272727,40.96,0.02631579,Thursday
9LYBE4,1,38,44.7368421,0,45.74,0.02816901,Tuesday
DJ328K,1,41,24.3902439,0,100.53,0,Saturday
JSQ562,1,34,94.1176471,5.88235294,59.39,0.04333868,Friday
M7ZRRL,0,0,0,0,55.09,0.08333333,Friday
